,user,movie,rating
66461,2810,527,3
66462,1979,910,5
66463,3619,2347,1
66464,3204,574,4
66465,3743,1904,4
66466,4326,1445,4
66467,956,1751,5
66468,4332,1288,4
66469,1316,2714,4
66470,96,1158,4
66471,1834,2651,5
66472,858,2135,2
66473,201,2466,2
66474,2933,528,3
66475,2166,1831,3
66476,1193,1083,3
66477,5549,179,4
66478,5440,3208,1
66479,5232,2090,3
66480,4963,2285,3
66481,156,1003,3
66482,1854,737,3
66483,2528,1776,3
66484,5394,2497,3
66485,5110,1367,2
66486,4278,159,4
66487,1464,486,3
66488,5133,1104,5
66489,886,3031,4
66490,4657,108,4
66491,5268,847,3
66492,1914,2455,4
66493,5067,1154,5
66494,2058,2815,2
66495,3795,2541,4
66496,854,978,3
66497,3538,2748,5
66498,4635,3031,3
66499,5021,1148,4
66500,1668,2134,2
66501,957,240,4
66502,5479,991,3
66503,2418,91,4
66504,2382,3461,2
66505,1063,1364,4
66506,3379,2542,3
66507,3717,515,3
66508,2067,699,4
66509,3388,3467,2
66510,3490,1550,4
66511,3554,1908,2
66512,2742,702,3
66513,4929,1258,3
66514,888,2716,4
66515,1666,3186,4
66516,4591,3098,1
66517,2803,1050,5
66518,5503,688,3
66519,3836,3294,3
66520,1328,2621,3
66521,2882,2223,3
66522,2608,2861,5
66523,618,1130,5
66524,231,548,2
66525,1566,1091,4
66526,5281,959,3
66527,3712,1695,2
66528,4125,1210,4
66529,3154,1907,3
66530,5635,1104,4
66531,1640,443,4
66532,1636,1273,4
66533,3055,2086,3
66534,4350,279,4
66535,2049,947,4
66536,5386,1884,3
66537,1700,5,5
66538,5675,1133,4
66539,5255,2978,5
66540,3788,1773,4
66541,5551,56,4
66542,4353,3472,3
66543,5601,1215,5
66544,3668,2362,2
66545,5317,1258,4
66546,3916,2198,2
66547,2949,280,3
66548,3673,520,5
66549,1942,2993,4
66550,5578,1117,5
66551,3895,2455,3
66552,3031,460,4
66553,191,578,3
66554,2279,2131,4
66555,592,576,3
66556,1896,3655,3
66557,1119,2556,5
66558,260,2892,5
66559,1339,38,3
66560,3823,1368,3
66561,2861,513,5
66562,5329,3190,3
66563,1154,9,3
66564,1940,1995,4
66565,5613,1161,4
66566,1050,1922,3
66567,4302,2694,4
66568,2343,1836,4
66569,527,2710,5
66570,1028,1178,3
66571,3044,1070,5
66572,5879,1953,4
66573,4015,1241,3
66574,2184,106,4
66575,5037,3457,4
66576,301,3583,3
66577,2549,1111,4
66578,3449,1581,4
66579,1777,415,1
66580,3092,3475,4
66581,61,3596,4
66582,259,2530,4
66583,4495,46,4
66584,4114,1198,5
66585,3992,1959,3
66586,3736,1466,4
66587,5128,579,5
66588,5784,510,4
66589,3519,2599,5
66590,3798,1003,3
66591,1149,2682,1
66592,1272,24,4
66593,3489,1159,5
66594,1719,1848,5
66595,4152,232,4
66596,1946,1123,5
66597,4764,1178,4
66598,3828,2314,2
66599,3456,1206,4
66600,1202,355,4
66601,3093,2958,5
66602,5389,1773,5
66603,2456,2338,3
66604,5926,2197,3
66605,4609,2151,3
66606,1332,1458,4
66607,997,2516,5
66608,2807,2958,4
66609,2063,2347,5
66610,3031,3292,5
66611,5478,24,5
66612,5276,639,3
66613,5642,3039,3
66614,4343,3274,3
66615,2915,3575,3
66616,207,1116,4
66617,2123,3499,5
66618,4854,3032,4
66619,3625,2960,4
66620,2238,2400,4
66621,5644,2203,5
66622,4257,1321,4
66623,172,1105,4
66624,592,2164,3
66625,2417,529,3
66626,832,513,4
66627,4387,283,4
66628,3410,1729,2
66629,4978,3498,3
66630,5385,3520,4
66631,5110,3157,4
66632,1901,2494,4
66633,5312,3457,4
66634,562,907,2
66635,3508,580,2
66636,700,1584,4
66637,5885,357,1
66638,5787,2014,2
66639,1365,2556,4
66640,2270,457,4
66641,1740,2212,2
66642,5267,821,4
66643,4672,92,3
66644,3692,699,2
66645,3996,1387,3
66646,5846,245,4
66647,3791,454,4
66648,4033,1097,4
66649,5082,16,4
66650,4417,2947,5
66651,2872,3177,4
66652,1203,2556,4
66653,1884,2455,4
66654,709,2334,4
66655,2928,2576,4
66656,3538,521,3
66657,5097,2153,3
66658,4613,2046,4
66659,3892,3542,4
66660,4448,1445,3
66661,1339,2558,2
66662,4429,1394,2
66663,4860,574,4
66664,4078,2160,4
66665,3043,1788,3
66666,1180,1578,5
66667,5662,121,3
66668,3389,1563,4
66669,2840,1476,3
66670,1414,2710,4
66671,1050,396,3
66672,2152,1117,4
66673,4738,1788,4
66674,4168,2052,3
66675,5498,339,5
66676,1811,68,4
66677,3722,2557,5
66678,5688,1703,3
66679,4735,2736,3
66680,5458,2509,5
66681,751,1277,1
66682,350,3622,4
66683,5525,3038,2
66684,5613,1918,4
66685,1132,935,2
66686,4477,1705,3
66687,5041,0,4
66688,4955,259,3
66689,4319,1553,3
66690,453,2583,5
66691,2623,1143,5
66692,5025,872,4
66693,4286,2218,4
66694,1127,2205,2
66695,2669,3203,5
66696,5467,1653,2
66697,6010,581,3
66698,1925,2332,4
66699,4789,2242,1
66700,821,2182,5
66701,3527,1801,3
66702,5674,794,3
66703,5825,1556,5
66704,4425,2980,5
66705,3364,3599,4
66706,5368,2957,4
66707,2546,1144,4
66708,5436,2131,4
66709,5084,3070,4
66710,777,3027,4
66711,1916,1449,2
66712,4174,2586,5
66713,5328,2821,5
66714,1793,2990,4
66715,4168,1962,3
66716,4446,31,3
66717,882,2944,3
66718,4415,216,5
66719,2554,1774,5
66720,3769,2415,3
66721,2899,2347,4
66722,2757,1107,5
66723,3419,537,4
66724,3767,1199,5
66725,3139,871,4
66726,3424,1476,2
66727,2580,1288,5
66728,2062,3212,3
66729,1869,259,3
66730,4979,1025,3
66731,4542,3133,4
66732,5758,2203,5
66733,4362,708,5
66734,5474,2586,5
66735,5877,1025,4
66736,519,1014,5
66737,1559,2600,3
66738,3883,1743,3
66739,4227,1104,4
66740,5623,1273,2
66741,1132,851,5
66742,3431,2225,3
66743,1622,1190,5
66744,1732,1795,2
66745,1982,308,4
66746,2371,309,5
66747,2040,1186,4
66748,523,2176,3
66749,4122,1124,3
66750,600,335,4
66751,5267,1138,4
66752,3824,1025,2
66753,5130,1553,4
66754,248,2203,5
66755,3682,469,4
66756,2108,843,5
66757,3429,56,4
66758,437,2191,2
66759,328,579,4
66760,4853,3246,5
66761,5821,1129,5
66762,5453,2651,4
66763,1467,1130,4
66764,2257,229,5
66765,1679,1833,4
66766,5524,2898,4
66767,3031,3418,4
66768,3578,1906,4
66769,3400,2230,5
66770,1834,1788,5
66771,2156,1449,3
66772,2009,668,3
66773,5299,3378,5
66774,3502,2891,3
66775,3177,1050,2
66776,3992,3457,3
66777,2452,1421,4
66778,1778,2308,4
66779,3557,759,4
66780,4787,2883,2
66781,2879,1151,4
66782,5995,3273,2
66783,3373,848,4
66784,5683,1124,5
66785,1976,3229,3
66786,3840,147,2
66787,4790,2308,3
66788,3307,2189,1
66789,1684,3512,2
66790,5150,1793,2
66791,2888,970,5
66792,1502,1294,3
66793,3761,1192,5
66794,1780,2665,5
66795,1793,2765,1
66796,5013,3121,4
66797,4053,359,3
66798,288,1108,5
66799,4444,1336,2
66800,1424,47,3
66801,4864,40,4
66802,654,2493,3
66803,444,2785,3
66804,5211,2651,5
66805,1877,1472,2
66806,2402,1563,4
66807,2950,1593,4
66808,2699,2713,4
66809,4665,2547,2
66810,3779,957,5
66811,5155,3374,3
66812,3377,2904,2
66813,4054,192,3
66814,266,684,4
66815,4224,309,4
66816,5613,16,4
66817,4415,1883,5
66818,550,478,4
66819,1483,1106,4
66820,3179,2065,1
66821,162,1050,2
66822,2105,187,1
66823,4826,837,3
66824,2435,2344,4
66825,697,1258,2
66826,1149,2819,1
66827,1923,1259,4
66828,3296,2909,1
66829,2202,573,5
66830,3470,1364,3
66831,2010,2164,5
66832,6006,214,2
66833,4855,708,4
66834,4385,1782,3
66835,2024,2961,4
66836,4257,1834,3
66837,2514,1120,3
66838,1099,1743,4
66839,1334,2120,2
66840,4901,357,4
66841,1057,3651,5
66842,1850,1353,1
66843,4449,1406,4
66844,3332,1788,5
66845,1193,1486,2
66846,4389,2914,3
66847,1967,159,3
66848,3849,1581,4
66849,5196,440,4
66850,4162,1966,3
66851,3877,2524,5
66852,4647,2384,3
66853,2874,1106,5
66854,5070,2264,4
66855,3601,415,4
66856,3216,853,5
66857,1450,784,4
66858,5977,513,5
66859,5199,843,5
66860,4027,217,5
66861,789,2374,5
66862,1355,1183,5
66863,2750,1502,3
66864,4479,2426,1
66865,3591,573,4
66866,4041,2183,3
66867,1495,2344,4
66868,2783,309,5
66869,4168,2418,4
66870,190,323,3
66871,5554,3275,2
66872,4427,3266,2
66873,2856,1623,4
66874,2224,2496,1
66875,2076,216,5
66876,4733,2261,4
66877,72,1120,4
66878,791,2262,3
66879,1562,42,5
66880,3651,1482,4
66881,1133,1934,4
66882,2121,3282,4
66883,5358,972,4
66884,6024,756,3
66885,2872,1956,4
66886,2263,2120,4
66887,4352,192,5
66888,5511,2145,4
66889,5270,325,3
66890,3911,754,5
66891,5060,332,3
66892,4249,1420,4
66893,5000,2302,4
66894,812,2932,5
66895,184,319,4
66896,110,1066,5
66897,2315,2610,3
66898,4910,1241,3
66899,3841,1714,2
66900,2418,2513,3
66901,5994,33,4
66902,3767,2212,3
66903,3139,307,4
66904,4021,1152,3
66905,3770,2338,3
66906,3984,1618,4
66907,1890,2505,4
66908,5853,246,3
66909,677,3177,5
66910,5656,982,4
66911,5442,724,3
66912,1113,441,3
66913,5204,2455,3
66914,4041,593,4
66915,1057,2484,3
66916,4063,2174,3
66917,1368,2773,4
66918,89,49,5
66919,2015,1762,4
66920,5119,2507,4
66921,4898,3575,4
66922,3461,855,5
66923,4082,1466,1
66924,1372,3458,4
66925,4672,3397,3
66926,3489,297,5
66927,3966,2228,1
66928,4516,147,3
66929,4477,1741,4
66930,328,3509,3
66931,1599,418,3
66932,3539,1661,4
66933,3617,1762,3
66934,5081,3426,4
66935,1172,518,3
66936,5497,258,5
66937,2989,1848,5
66938,1827,2785,4
66939,5753,1167,4
66940,523,426,5
66941,2898,2333,5
66942,1623,1273,1
66943,4370,1173,2
66944,2303,1204,3
66945,5409,3442,5
66946,2618,863,4
66947,5099,3023,5
66948,5141,578,4
66949,2641,2889,4
66950,5171,3486,5
66951,6035,1296,2
66952,5618,786,5
66953,3755,2785,5
66954,4168,2776,4
66955,2101,3059,1
66956,3525,2831,2
66957,4288,1831,4
66958,677,581,5
66959,3644,3246,4
66960,2876,1553,3
66961,1469,3577,4
66962,1058,1802,3
66963,5998,2202,4
66964,4661,4,3
66965,5975,1193,3
66966,5666,1833,3
66967,3995,104,4
66968,4416,9,3
66969,3019,844,4
66970,1924,2521,4
66971,1604,2438,4
66972,4450,41,3
66973,933,3032,3
66974,954,3228,4
66975,224,2131,2
66976,357,253,4
66977,5181,437,4
66978,1925,3238,5
66979,888,109,3
66980,2455,1873,3
66981,5073,2809,4
66982,5074,253,5
66983,2862,1421,5
66984,2650,2597,3
66985,5192,3238,4
66986,2663,2225,3
66987,4226,1693,2
66988,5794,2219,2
66989,1877,2675,4
66990,4385,3026,3
66991,5743,2063,3
66992,2973,1166,5
66993,3518,2186,2
66994,4441,853,5
66995,461,1912,2
66996,4214,2866,4
66997,1240,3279,4
66998,2222,769,3
66999,5711,541,4
67000,6038,1011,3
67001,1586,1224,4
67002,2347,3195,2
67003,5794,1702,1
67004,4283,532,2
67005,3791,678,3
67006,1879,370,4
67007,970,2651,4
67008,4974,1106,4
67009,1193,1564,2
67010,3292,1822,4
67011,4509,1979,4
67012,5300,575,4
67013,1967,1594,2
67014,5157,2669,3
67015,1394,2773,3
67016,1586,2334,5
67017,4071,699,2
67018,2811,1150,4
67019,2413,253,5
67020,4897,3192,5
67021,1490,1974,2
67022,1570,2931,4
67023,719,1107,4
67024,4237,1492,3
67025,4642,2838,3
67026,5500,1504,5
67027,3100,2621,5
67028,301,2071,3
67029,3999,1129,4
67030,1686,3543,5
67031,4978,107,4
67032,4034,3510,5
67033,4488,1144,4
67034,2536,1969,2
67035,1780,1186,5
67036,6020,2710,3
67037,2070,1212,3
67038,1710,1479,5
67039,2303,2230,3
67040,5574,2312,3
67041,1743,1154,3
67042,3188,323,3
67043,6015,2823,4
67044,4447,2759,5
67045,3480,3236,4
67046,4896,2774,3
67047,269,810,3
67048,481,1934,4
67049,1915,2879,4
67050,5462,429,1
67051,2278,860,5
67052,5529,1900,4
67053,1646,3528,3
67054,1028,1293,2
67055,5963,2599,5
67056,142,9,4
67057,2254,958,4
67058,5299,2521,4
67059,3291,1248,5
67060,668,354,4
67061,2171,1474,4
67062,3767,1182,4
67063,2021,1593,1
67064,3549,1406,4
67065,35,2959,5
67066,5363,2229,3
67067,2045,71,3
67068,1515,858,5
67069,2172,2121,5
67070,2190,2128,4
67071,5084,578,4
67072,5501,3464,4
67073,600,2541,2
67074,215,1890,2
67075,3528,3623,3
67076,1106,989,3
67077,1447,3247,2
67078,3556,1980,4
67079,2207,2913,4
67080,1448,1528,2
67081,3172,1183,4
67082,2058,513,3
67083,5770,2818,3
67084,1748,1642,3
67085,409,362,5
67086,1638,2392,4
67087,3929,1537,4
67088,2543,1759,4
67089,5366,182,2
67090,495,3126,3
67091,5285,2881,4
67092,2180,944,3
67093,4047,2231,4
67094,658,2217,3
67095,1801,1449,3
67096,4858,2488,4
67097,3698,1104,4
67098,1772,144,4
67099,2906,2972,1
67100,2877,881,4
67101,3832,284,4
67102,1979,3315,4
67103,2101,1775,3
67104,4447,1899,4
67105,1836,969,4
67106,2658,1152,4
67107,1700,1180,4
67108,1112,1984,2
67109,1688,3074,4
67110,540,3023,3
67111,1050,1466,2
67112,4021,3133,3
67113,5213,1024,4
67114,3824,850,4
67115,4110,626,3
67116,2457,284,5
67117,3575,1279,2
67118,1180,2645,3
67119,3333,3022,3
67120,894,2838,5
67121,3956,401,2
67122,5525,3499,4
67123,116,1820,5
67124,4053,1979,5
67125,3188,226,2
67126,3991,3293,4
67127,5053,2898,5
67128,437,1450,4
67129,307,1129,4
67130,4168,2999,3
67131,3822,2216,3
67132,5492,1104,4
67133,3429,1466,3
67134,2266,2529,2
67135,5351,2870,3
67136,2615,2131,4
67137,1136,2558,4
67138,4351,1173,3
67139,5208,2205,5
67140,4451,593,5
67141,3109,1730,3
67142,2457,2277,5
67143,5979,1114,4
67144,4746,3523,3
67145,888,2462,4
67146,5311,2781,4
67147,4237,1553,4
67148,3307,691,4
67149,5328,1472,3
67150,4027,3591,1
67151,1450,2211,2
67152,1380,2879,4
67153,3937,2250,5
67154,555,651,2
67155,1841,2026,5
67156,2736,553,4
67157,2443,858,4
67158,4881,1774,4
67159,880,2683,4
67160,5787,3517,2
67161,5220,852,5
67162,4406,2202,3
67163,3456,346,4
67164,2781,741,1
67165,3012,2892,2
67166,3944,2512,5
67167,1869,358,4
67168,3422,1980,3
67169,5973,2709,5
67170,3181,3186,2
67171,2792,2162,3
67172,4153,1117,4
67173,3430,1094,5
67174,4458,1342,4
67175,146,330,4
67176,5761,2515,2
67177,2222,2162,4
67178,2264,1865,3
67179,792,3029,3
67180,4652,3111,5
67181,5948,2599,5
67182,1836,1653,2
67183,4679,2097,4
67184,2996,10,5
67185,5364,1474,4
67186,1674,1802,3
67187,5112,2773,1
67188,4470,3351,3
67189,32,1817,5
67190,4100,1539,5
67191,2663,3599,4
67192,4578,245,2
67193,2894,2502,2
67194,3863,2975,4
67195,4093,334,4
67196,1640,3510,4
67197,3081,769,2
67198,5219,2155,5
67199,4830,1384,5
67200,1314,1156,5
67201,5358,1913,3
67202,3599,1993,1
67203,3364,308,4
67204,5575,2513,4
67205,3853,2651,4
67206,4344,1136,3
67207,1284,2912,3
67208,5108,1767,5
67209,4721,1924,3
67210,3463,2292,3
67211,2351,1804,3
67212,3998,1820,5
67213,1145,1319,2
67214,1316,1356,3
67215,425,2781,5
67216,1973,33,5
67217,4576,2206,3
67218,3664,1059,5
67219,5417,1025,4
67220,857,2260,5
67221,4864,1309,5
67222,5440,3216,5
67223,3047,2656,4
67224,5962,253,1
67225,4304,38,4
67226,5492,668,1
67227,1957,3444,4
67228,823,2368,3
67229,4861,1120,4
67230,4049,3132,5
67231,1906,1117,5
67232,743,2110,3
67233,6038,2809,4
67234,2791,2557,4
67235,72,1476,3
67236,5568,327,4
67237,3945,1025,4
67238,1802,471,3
67239,5662,1107,4
67240,1679,1873,4
67241,5830,3309,4
67242,5111,1,2
67243,251,575,5
67244,2391,2199,4
67245,4820,3204,3
67246,3692,2793,3
67247,2682,339,5
67248,3905,339,4
67249,5889,1886,5
67250,5904,1178,3
67251,4304,652,5
67252,3640,2334,5
67253,1764,2694,4
67254,3415,699,5
67255,2859,1215,1
67256,5851,2898,4
67257,2961,480,2
67258,697,2455,3
67259,3499,539,5
67260,4436,2969,2
67261,2528,246,4
67262,3313,2057,4
67263,2393,1236,4
67264,1979,1458,2
67265,4429,576,2
67266,4956,1127,5
67267,4251,5,5
67268,1265,1003,4
67269,2071,1919,5
67270,5457,3616,4
67271,47,1476,3
67272,5955,1633,2
67273,2795,1613,3
67274,1740,2418,4
67275,1417,3636,2
67276,2250,500,2
67277,1469,2625,1
67278,401,2531,5
67279,542,2557,5
67280,1342,2918,5
67281,3679,155,4
67282,1058,1907,2
67283,4754,579,5
67284,2352,2651,2
67285,4385,2352,2
67286,1206,506,3
67287,270,670,5
67288,4125,144,3
67289,673,2557,5
67290,2312,253,5
67291,730,216,4
67292,3391,2959,3
67293,1358,2199,3
67294,1550,1777,5
67295,5010,383,3
67296,4618,989,3
67297,3201,745,3
67298,1139,1823,3
67299,215,308,3
67300,2610,1396,1
67301,3641,2108,3
67302,4266,1614,1
67303,33,483,5
67304,1612,1553,3
67305,2795,2592,4
67306,1997,2874,4
67307,3311,3622,4
67308,148,2111,5
67309,4828,49,5
67310,2011,3206,4
67311,2730,20,5
67312,2063,1052,4
67313,3028,441,4
67314,1448,3405,3
67315,4837,1593,3
67316,5112,1895,4
67317,1882,2699,1
67318,5233,1215,3
67319,5160,785,1
67320,5303,802,4
67321,4227,759,4
67322,5346,575,5
67323,654,1025,3
67324,1301,705,4
67325,1502,1052,4
67326,3701,1005,5
67327,1924,1817,3
67328,2558,2598,4
67329,4772,2147,3
67330,2802,3575,4
67331,2793,2307,4
67332,5135,334,3
67333,2465,1729,3
67334,5305,1021,1
67335,4636,977,4
67336,3675,3238,4
67337,4107,1770,5
67338,4301,1886,5
67339,1450,1823,3
67340,3030,2587,4
67341,3877,1140,5
67342,299,2013,5
67343,733,2496,4
67344,3690,1779,4
67345,1598,1574,4
67346,3264,3045,2
67347,1697,2838,4
67348,5388,1605,3
67349,3114,3218,3
67350,3104,3457,4
67351,2171,802,5
67352,3820,3439,4
67353,3851,258,5
67354,730,2826,1
67355,3757,1123,3
67356,845,2795,5
67357,5500,1275,3
67358,1529,1189,4
67359,2347,1772,5
67360,752,2199,3
67361,2087,2177,4
67362,3236,2959,3
67363,156,3031,3
67364,5948,3029,4
67365,4367,3341,5
67366,5794,407,3
67367,4576,1873,3
67368,4961,3483,3
67369,3791,646,3
67370,3696,3412,5
67371,3311,955,3
67372,2000,3153,4
67373,1940,2857,3
67374,5946,2436,1
67375,3223,3023,4
67376,2945,2374,4
67377,4972,33,5
67378,3438,2013,5
67379,2009,1366,2
67380,2091,3091,4
67381,5704,1003,5
67382,5723,2781,3
67383,520,842,4
67384,143,3510,4
67385,2898,3154,4
67386,1554,2748,1
67387,1783,2255,1
67388,3647,3293,4
67389,5311,3030,4
67390,5649,2012,1
67391,3066,113,4
67392,3993,963,3
67393,4408,1384,4
67394,1366,308,3
67395,527,2682,4
67396,5130,31,3
67397,4592,1340,5
67398,1298,2865,5
67399,5252,1897,3
67400,4417,2527,5
67401,1616,1797,3
67402,351,2957,5
67403,2900,947,5
67404,4731,2012,4
67405,6000,1584,3
67406,3645,192,2
67407,4846,253,5
67408,4681,802,4
67409,845,1275,4
67410,134,3383,3
67411,1583,309,5
67412,2015,871,3
67413,5432,1873,2
67414,1809,1020,4
67415,726,3607,3
67416,5674,3134,5
67417,1340,320,5
67418,3768,971,5
67419,1824,1931,4
67420,3820,3545,4
67421,5839,329,4
67422,3363,1099,4
67423,3409,1124,5
67424,5033,2741,4
67425,1756,2311,3
67426,1638,2183,2
67427,5851,2748,4
67428,2679,2495,4
67429,4778,2739,4
67430,698,3091,5
67431,2917,691,2
67432,4041,3466,2
67433,983,1201,5
67434,313,3070,4
67435,3415,1831,3
67436,5810,1943,4
67437,5633,1288,4
67438,2700,1428,5
67439,3893,1166,3
67440,257,1877,3
67441,1337,3448,3
67442,2644,2344,3
67443,1834,1111,5
67444,274,1814,5
67445,1682,3293,4
67446,850,745,4
67447,5787,2258,1
67448,1171,2505,3
67449,795,2990,3
67450,731,3091,5
67451,5522,179,4
67452,4618,1198,4
67453,258,49,5
67454,1028,3332,1
67455,5496,1295,5
67456,3916,253,5
67457,1612,287,5
67458,1208,2953,5
67459,3232,3271,4
67460,5575,3459,2
67461,1783,2374,4
67462,5037,298,4
67463,1379,3075,4
67464,5995,1921,5
67465,698,2377,2
67466,3933,821,1
67467,3295,2765,5
67468,1683,3029,4
67469,2424,2839,2
67470,1606,907,2
67471,650,1052,4
67472,1705,1897,4
67473,1087,2474,3
67474,2902,1282,2
67475,5592,573,4
67476,2846,2,1
67477,3390,2501,3
67478,3166,1969,4
67479,104,1120,4
67480,5616,1199,4
67481,4788,74,3
67482,168,2217,5
67483,1646,2741,4
67484,2763,2614,5
67485,3238,745,4
67486,1302,1772,4
67487,5566,2533,5
67488,1789,641,5
67489,4614,440,3
67490,5786,2420,3
67491,5753,246,2
67492,3265,3550,4
67493,1344,332,4
67494,351,931,5
67495,3171,1384,4
67496,5147,1848,5
67497,5316,1778,5
67498,737,1848,5
67499,1940,1708,3
67500,2491,347,4
67501,5622,3246,4
67502,3822,948,3
67503,1448,3228,3
67504,4724,1371,3
67505,5039,737,4
67506,1259,3540,4
67507,1169,2758,3
67508,5418,1151,5
67509,2135,426,4
67510,5844,2944,2
67511,3389,1173,4
67512,9,1866,4
67513,1259,2919,4
67514,4082,18,3
67515,3134,78,5
67516,5885,2892,5
67517,3066,1104,5
67518,3806,2431,5
67519,5531,1731,4
67520,5465,521,3
67521,4276,3397,4
67522,4662,2455,4
67523,2278,1248,4
67524,3883,3272,3
67525,3291,1010,5
67526,3150,1029,5
67527,1717,1485,5
67528,4043,1155,5
67529,2222,530,3
67530,2940,1785,4
67531,3828,1244,3
67532,1033,2779,3
67533,4480,1737,2
67534,3280,2374,5
67535,3846,68,1
67536,1844,1453,2
67537,5393,2785,5
67538,1604,267,3
67539,5674,2469,3
67540,5960,1633,5
67541,2066,2324,4
67542,5240,2588,1
67543,4050,1049,1
67544,2464,1184,5
67545,77,694,4
67546,3588,2143,3
67547,5618,2596,3
67548,4645,3510,4
67549,2869,455,1
67550,4707,1186,4
67551,5603,1147,2
67552,998,147,4
67553,1936,3049,3
67554,3440,1631,1
67555,2230,3679,3
67556,4735,501,4
67557,3318,1782,3
67558,5924,1563,5
67559,4704,1025,4
67560,659,3030,2
67561,5251,843,5
67562,4338,3321,5
67563,3524,2488,4
67564,2146,1453,4
67565,5786,3528,3
67566,3307,3550,5
67567,4653,3499,3
67568,5128,2937,4
67569,779,2210,3
67570,423,1906,4
67571,5429,2105,5
67572,5523,2024,5
67573,5521,2999,2
67574,4868,2188,1
67575,309,1551,4
67576,2477,1011,4
67577,5453,3311,5
67578,3379,1135,5
67579,5351,2230,3
67580,1433,1273,1
67581,5400,1523,5
67582,2543,207,5
67583,2004,2649,1
67584,3255,2296,4
67585,5705,1703,3
67586,2292,2488,3
67587,4063,694,3
67588,1919,3526,3
67589,3461,728,4
67590,1795,859,3
67591,3723,3271,3
67592,2062,1439,4
67593,4590,2611,2
67594,4084,1154,4
67595,3883,2119,2
67596,3388,1877,2
67597,3682,3540,4
67598,873,1236,5
67599,516,2845,5
67600,3799,2470,5
67601,1123,1224,4
67602,3768,1307,3
67603,776,2209,3
67604,2506,3566,4
67605,3777,2217,3
67606,4567,3328,4
67607,5111,3309,2
67608,194,1953,2
67609,4358,2502,5
67610,983,2055,4
67611,4343,2820,3
67612,5276,1050,2
67613,3588,1912,1
67614,1260,2495,4
67615,4696,2403,4
67616,5719,1364,4
67617,2099,2700,2
67618,5662,627,4
67619,1072,861,5
67620,883,2511,3
67621,2235,2128,4
67622,3810,1167,4
67623,5301,3541,4
67624,2174,1130,3
67625,1555,2078,4
67626,3907,1184,4
67627,3704,1574,4
67628,3284,1822,4
67629,3751,2931,4
67630,731,1215,5
67631,711,664,2
67632,22,1778,4
67633,1814,3617,5
67634,5543,2162,4
67635,2687,347,4
67636,3602,1913,1
67637,3284,15,4
67638,4116,1877,3
67639,1979,2334,3
67640,4492,1574,3
67641,3907,2334,4
67642,3981,1779,5
67643,3229,2201,3
67644,2626,287,5
67645,5075,106,4
67646,1955,1922,2
67647,2954,2497,2
67648,4665,3531,3
67649,5753,894,4
67650,4521,1619,2
67651,5955,1587,3
67652,4483,483,4
67653,2029,1914,2
67654,118,2700,5
67655,4042,216,2
67656,3823,370,3
67657,2776,2118,3
67658,2264,971,5
67659,4286,2213,4
67660,756,1166,4
67661,5110,245,2
67662,5594,1110,4
67663,801,374,4
67664,304,2235,1
67665,4260,354,5
67666,5328,3466,3
67667,4359,3291,2
67668,4983,1196,4
67669,565,538,3
67670,759,2707,4
67671,4460,519,5
67672,5023,1760,3
67673,972,2519,3
67674,5555,1936,4
67675,2130,68,3
67676,1112,1241,4
67677,2989,3317,5
67678,4704,890,4
67679,43,3036,4
67680,5633,2371,1
67681,1711,2874,2
67682,748,2403,4
67683,1688,1931,2
67684,3107,3180,4
67685,145,1130,5
67686,5719,2374,5
67687,423,537,4
67688,4800,2078,5
67689,2594,1,2
67690,3393,1109,4
67691,677,1131,4
67692,517,970,5
67693,12,443,2
67694,1465,3321,3
67695,709,2598,2
67696,5139,2856,3
67697,4567,3509,3
67698,1422,3197,5
67699,5465,2208,4
67700,3362,2238,4
67701,4172,1016,5
67702,5106,1273,2
67703,173,1826,3
67704,5778,702,3
67705,3409,15,3
67706,132,1486,4
67707,4694,2557,5
67708,3409,995,4
67709,839,1891,1
67710,1382,1013,4
67711,4429,495,4
67712,3559,1184,4
67713,3674,3517,3
67714,4166,1406,5
67715,1911,593,3
67716,4646,2163,2
67717,1578,1288,5
67718,2678,2683,3
67719,3642,2234,3
67720,1246,3126,2
67721,5046,2057,3
67722,2357,2505,1
67723,579,3412,5
67724,799,942,4
67725,1865,2490,3
67726,2471,2773,3
67727,2933,1896,4
67728,2760,2846,4
67729,542,1387,2
67730,1700,201,4
67731,4521,1111,3
67732,5518,1962,2
67733,2606,1160,5
67734,2202,951,5
67735,1997,858,5
67736,3319,517,4
67737,4606,2403,3
67738,1959,1295,4
67739,2462,3520,3
67740,3561,1792,2
67741,5949,1154,2
67742,636,2665,4
67743,1961,742,3
67744,5448,3277,5
67745,3332,1428,5
67746,691,1113,5
67747,1245,2431,4
67748,4321,557,5
67749,5830,1535,4
67750,1562,1779,5
67751,1493,68,4
67752,3171,2374,5
67753,2152,1049,1
67754,1316,1109,4
67755,3517,1563,5
67756,970,527,4
67757,330,573,3
67758,391,327,3
67759,3895,1258,4
67760,4794,1371,4
67761,890,928,3
67762,4351,1107,4
67763,3933,1439,4
67764,5452,60,3
67765,3561,1288,3
67766,4784,2494,4
67767,5437,1125,4
67768,4483,1780,5
67769,3443,2904,3
67770,2895,2474,4
67771,1313,1453,3
67772,528,1184,4
67773,2207,2957,4
67774,5401,46,3
67775,6015,3187,4
67776,271,2507,5
67777,1420,1066,5
67778,3388,2260,2
